dc.type.full,dc.identifier.uri,dc.language.iso,dc.date.issued,dc.type.referee,dc.type.circulation,dc.publisher.name,dc.publisher.country,dc.publisher.place,dc.subject.keywords,item.collection,item.openaireRights,dc.authority.people,
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973757,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973758,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/973915,eng;spa,2015,Comitato scientifico,-,-,-,-,"Oma, Fondazione Prada, Milano",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/974014,eng;ita,2011,-,-,-,-,-,"hotel, interior design, star raiting",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"SCULLICA, FRANCESCO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/975260,eng,2014,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"FASSI, DAVIDE;SACHERO, ALESSANDRO;SIMEONE, GIULIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/976574,ita,2015,Esperti anonimi,-,-,-,-,"simbolismo, paesaggio, idealismo, colore, tradizione, Leonardo, Giorgione",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"MAZZANTI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977061,ita,2015,-,-,-,-,-,"giardini, paesaggio urbano, città contemporanea, disegno.",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"ROSSI, MICHELA;dezzi bardeschi, Mario"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977236,eng;ita,2016,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"PARENTE, MARINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977237,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PARENTE, MARINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977625,eng,2014,Esperti anonimi,-,-,-,-,Advanced Participatory Design; Service Design; Public Sector; Organisational Change,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DESERTI, ALESSANDRO;Rizzo, F."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977628,eng,2014,Esperti anonimi,-,-,-,-,Organisational Change; Design Culture; Design Thinking,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"DESERTI, ALESSANDRO;RIZZO, FRANCESCA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977942,eng;ita,2016,Comitato scientifico,-,-,-,-,Rail safety; Emergency management; Rail transport,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"BORGHETTI, FABIO;Malavasi, Gabriele"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/977979,ita,2015,-,-,-,-,-,"trasporto sostanze pericolose, sicurezza trasporti, rischio trasporti",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"Giudice, Antonio Davide;BORGHETTI, FABIO;GANDINI, PAOLO;MAJA, ROBERTO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978082,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"IANNILLI, VALERIA MARIA;VACCA, FEDERICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978166,eng,2016,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"BERTOLA, PAOLA;COLOMBI, CHIARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978497,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978498,ita,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978500,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978501,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978502,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/978899,eng,2011,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,none,3,"ANDREONI, GIUSEPPE;PICCINI, LUCA;BARBIERI, MASSIMO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979235,eng,2015,"Sì, ma tipo non specificato",-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"Mora, Emanuela;Rocamora, Agnès;VOLONTE', PAOLO GAETANO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979369,eng;chi,2015,Comitato scientifico,-,-,-,-,"Design for Sustainability, LeNS_i, Higher Education; network；S.PSS",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,6,"VEZZOLI, CARLO ARNALDO;Jiefeng, Lv;Xin, Liu;Jun, Zhang;Linghao, Zhang;Shaohua, Han"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979488,ita,2015,Comitato scientifico,-,-,-,-,"Camillo Boito, disegno, arti industriali, cultura politecnica",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"ROSSI, MICHELA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979507,eng,2014,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BERTOLA, PAOLA;COLOMBI, CHIARA;VACCA, FEDERICA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979533,eng,2015,Esperti anonimi,-,-,-,-,Assistive devices; Co-design; Low cost 3DP; Rheumatic diseases; Industrial and Manufacturing Engineering; Mechanical Engineering,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"OSTUZZI, FRANCESCA;ROGNOLI, VALENTINA;Saldien, J;LEVI, MARINELLA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979534,eng,2015,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"Karana, E.;Pedgley, O.;ROGNOLI, VALENTINA;Korsunsky, A."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979535,eng,2016,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"Pedgley, Owain;ROGNOLI, VALENTINA;Karana, Elvin"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979536,eng,2015,Esperti anonimi,-,-,-,-,"Designing with waste; Experience design; Material driven design; Materials; Materials experience; Computer Graphics and Computer-Aided Design; Industrial and Manufacturing Engineering; Strategy and Management1409 Tourism, Leisure and Hospitality Management; Marketing",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,4,"Karana, Elvin;Barati, Bahareh;Rognoli, Valentina;Zeeuw Van Der Laan, Anouk"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979587,eng,2015,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Karana, Elvin;Pedgley, Owain;ROGNOLI, VALENTINA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/979945,ita,2015,Esperti anonimi,-,-,-,-,"storia, comunicazione, identità, packaging, alimentare, design",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/980217,ita,2015,Comitato scientifico,-,-,-,-,"design, tipo, tassonomia, packaging",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BUCCHETTI, VALERIA LUISA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/981201,ita,2015,Esperti anonimi,-,-,-,-,"Mobilità, temporaneità, durabilità, multidisciplinarità, multiscalarità",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"DAGLIO, LAURA;GEROSA, GIULIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/984173,eng,2015,Comitato scientifico,-,-,-,-,"transmedia practice, transmedia research, transmedia design, multi-channel communication, design culture, design practice, methodology",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"CIANCIA, MARIANA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/984598,eng,2015,Comitato scientifico,-,-,-,-,"Learning, Liminality, Tools, Globalization",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"FRANCESCHINI, SILVIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986502,eng,2015,Comitato scientifico,-,-,-,-,"Emotional design, well-being experience, SPA",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IANNILLI, VALERIA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986579,eng;ita,2015,Esperti anonimi,-,-,-,-,"carta del progetto grafico, charter of graphic design, communication design, cultura del progetto, design culture, design della comunicazione, Design Grafico, disciplinary foundation, fondazione disciplinare, Graphic design",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986580,eng;ita,2015,Comitato scientifico,-,-,-,-,"comunicazione alimentare, Design Grafico, packaging design, prototipo comunicativo",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BAULE, GIOVANNI"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986622,eng,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"BRUGLIERI, MAURIZIO;Pezzella, Ferdinando;Pisacane, Ornella;Suraci, Stefano"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986629,eng,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,5,"BRUGLIERI, MAURIZIO;Gerzelj, Eliane;Guenzani, Andrea;MAJA, ROBERTO;Rosa, Rodrigo de Alvarenga"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986693,eng,2014,-,-,-,-,-,"congestion charge, multi-objective optimization, time-dependent path, turn prohibition",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"BRUGLIERI, MAURIZIO;COLORNI VITALE, ALBERTO;Lia, Federico;LUE', ALESSANDRO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/986999,eng,2015,Esperti anonimi,-,-,-,-,"communication design, local identity, cultural landscape, experience-based tourism",01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"SCURI, SABRINA;CALABI, DANIELA ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/987464,eng;ita,2015,Comitato scientifico,-,-,-,-,"interior design, architettura, exhibit design ,allestimenti, Albini, Rogers, Pagano",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BOSONI, GIAMPIERO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/988436,eng;ita,2016,-,-,-,-,-,"Giovanni Muzio, Ca' Brutta, restauro, Milano",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"IRACE, FULVIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/989797,eng;chi,2015,-,-,-,-,-,"cluster, co-design, rice, cooperation",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,4,"CRIPPA, DAVIDE;DI PRETE, BARBARA;FASSI, DAVIDE;REBAGLIO, AGNESE"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/989811,eng;ita,2005,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CRIPPA, DAVIDE;DI PRETE, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/989814,ita,2005,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CRIPPA, DAVIDE;DI PRETE, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/990061,ita,2015,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"SELLONI, DANIELA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/994614,eng,2016,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,5,"BERGAMASCHI, SARA;LEFEBVRE, ESTHER;COLOMBO, SARA;DEL CURTO, BARBARA;RAMPINO, LUCIA ROSA ELENA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/994802,eng,2016,Esperti anonimi,-,-,-,-,"Landscape, Exhibition, Environment art, Design for cultural heritage",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"BORSOTTI, MARCO;TROCCHIANESI, RAFFAELLA;MAZZANTI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/996029,ita,2015,Esperti anonimi,-,-,-,-,--,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"CAUTELA, CABIRIO;Simoni, Michele"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/996791,eng;ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,2,"COLLINA, LUISA MARIA VIRGINIA;DAGLIO, LAURA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/997455,eng,2010,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"PIARDI, SILVIA ELVIRA MARIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/997531,eng;chi,2015,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"COLLINA, LUISA MARIA VIRGINIA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/998049,eng;ita,2014,Comitato scientifico,-,-,-,-,"Advanced Design, Futuro, FFEI- Fuzzy front end of Innovation , Anticipazione",01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,3,"Celaschi, F.;CELI, MANUELA;Formia, E."
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999062,eng,2016,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"Roxburgh, Mark;de Freitas, Nancy;CARATTI, ELENA"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999063,eng,2016,Comitato scientifico,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,3,"CARATTI, ELENA;TOLINO, UMBERTO;Ciravegna, Erik"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999158,ita,2016,-,-,-,-,-,Gallerie stradali,01.1 Articolo in Rivista,info:eu-repo/semantics/closedAccess,1,"BORGHETTI, FABIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999227,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999228,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999229,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999230,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999231,ita,2016,-,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,1,"CEPPI, GIULIO"
01 CONTRIBUTO SU RIVISTA::01.1 Articolo in Rivista,http://hdl.handle.net/11311/999249,eng,2016,Esperti anonimi,-,-,-,-,-,01.1 Articolo in Rivista,info:eu-repo/semantics/openAccess,2,"MARIANI, ILARIA;SPALLAZZO, DAVIDE"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1013498,ita,2013,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,"NEBULONI, ATTILIO"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1043795,ita,2005,Esperti non anonimi,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1043801,ita,2005,Esperti non anonimi,-,-,-,-,Joe Colombo; design,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1043814,ita,2005,Esperti non anonimi,-,-,-,-,esposizioni; Emilio Ambasz,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1043818,-,2001,Comitato scientifico,-,-,-,-,Esposizioni; Bologna; architettura contemporanea,01.2 Recensione in Rivista,none,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1043820,ita,2005,Esperti non anonimi,-,-,-,-,Triennale di Milano; Esposizioni; Razionalismo,01.2 Recensione in Rivista,none,1,M. T. Feraboli
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1044131,ita,2017,Esperti anonimi,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/openAccess,1,S. Crabu
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1044132,eng,2014,Comitato scientifico,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/openAccess,1,S. Crabu
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1044371,eng,2018,Esperti anonimi,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,P. Marani
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1047653,eng,2013,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/openAccess,1,S. Crabu
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1047656,eng,2013,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/openAccess,1,S. Crabu
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/1047657,eng,2011,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/openAccess,1,S. Crabu
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/562609,-,1997,-,-,-,-,-,-,01.2 Recensione in Rivista,none,1,"CIAGA', GRAZIELLA LEYLA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686733,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,1,"MAFFEI, STEFANO"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686734,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,3,"MAFFEI, STEFANO;S. Legrenzi;PARINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686735,-,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,2,"MAFFEI, STEFANO;PARINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686736,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,2,"MAFFEI, STEFANO;S. Micelli"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686863,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,2,"MAFFEI, STEFANO;S. Micelli"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686864,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,2,"MAFFEI, STEFANO;S. Micelli"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686866,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,2,"MAFFEI, STEFANO;PARINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686867,ita,2012,-,-,-,-,-,-,01.2 Recensione in Rivista,none,2,"MAFFEI, STEFANO;PARINI, BARBARA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686871,ita;eng,2011,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,4,"BERTOLA, PAOLA;MAFFEI, STEFANO;BIANCHINI, MASSIMO;VILLARI, BEATRICE"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686872,-,2011,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,4,"BERTOLA, PAOLA;MAFFEI, STEFANO;BIANCHINI, MASSIMO;VILLARI, BEATRICE"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/686873,ita,2011,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,4,"BERTOLA, PAOLA;MAFFEI, STEFANO;BIANCHINI, MASSIMO;VILLARI, BEATRICE"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/688403,ita,2011,-,-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,2,"MAFFEI, STEFANO;S. Micelli"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/690042,eng,2010,"Sì, ma tipo non specificato",-,-,-,-,-,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,"LUPO, ELEONORA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/690715,ita,2003,-,-,-,-,-,arte ambientale; installazione; arte e natura,01.2 Recensione in Rivista,info:eu-repo/semantics/closedAccess,1,"MAZZANTI, ANNA"
01 CONTRIBUTO SU RIVISTA::01.2 Recensione in Rivista,http://hdl.handle.net/11311/690801,-,2002,-,-,-,-,-,-,01.2 Recensione in Rivista,none,1,"CIAGA', GRAZIELLA LEYLA"
