dateissued	typefull	identifier	title	dc.mainAuthor	dc.section	dc.ssid	dc.keywords
2003	 Contributo  Atti  convegno	httphandlenet11311501525	Multileaf Masonry Shear Transfer  Interfaces	Binda Luigia	Not in design department	ICAR/13 - Disegno Industriale	trans;multi
2003		httphandlenet11311502114	Perspectives from Innovative Learning Environments  Advanced Education  Design	Pizzocaro Silvia Luisa	Full Professor	ICAR/13 - Disegno Industriale	learning;perspective
2003	 Contributo  Atti  convegno	httphandlenet11311502838	Biorobotic research  neurological rehabilitation   device Daphne  finger control	Canina Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	research;euro;oro;robot;bio
2003	 Contributo  Atti  convegno	httphandlenet11311502839	Innovatory robotic system   accumulation   energy  step   limb prosthesis	Canina Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	system;robot
2003	 Contributo  Atti  convegno	httphandlenet11311503426	Design   Synaesthesia Experimentation  Audio Visual  Haptic correspondences   Basic Design course	Ricco' Dina	Associate Professor	ICAR/13 - Disegno Industriale	basic;experimentation;basi
2003	 Contributo  Atti  convegno	httphandlenet11311535925	Design   tool  foster local identity  actionresearch   ceramics sector  Italy's Mezzogiorno	Parente Marina	Associate Professor	ICAR/13 - Disegno Industriale	era;research;ceramics
2003		httphandlenet11311537048	 fruizione  modelli  tradizionale  virtuale primi elementi  riflessione	Brevi Fausto	Associate Professor	ICAR/17 - Disegno	modelli;virtuale;elementi;fruizione
2003	 Contributo  Atti  convegno	httphandlenet11311538443	Service design   design  activity systems from  theoretical model  applied tools within  industrial project	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	service;reti;system;project
2003	 Contributo  Atti  convegno	httphandlenet11311538444	sistemadesignitalia  collaborative tool  design research	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	italia;research;ora;tema;lab
2003	 Contributo  Atti  convegno	httphandlenet11311538445	From communication design  activity design Service encounter  critical point  system interface design	Maffeis Rodolfo	Assistant Professor	L-ART/02 - Storia Dell'Arte Moderna	service;system
2003		httphandlenet11311539712	Product Usability Evaluation	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	usa
2003	 Contributo  Atti  convegno	httphandlenet11311539755	esign networks  knowledge management  supporting small  medium enterprises Cases from Italian successful sectors	Bertola Paola	Full Professor	ICAR/13 - Disegno Industriale	italia;case;management;led;knowledge;network;medium;small
2003	 Contributo  Atti  convegno	httphandlenet11311542789	Failures   long term behaviour  heavy structures  Pavia Civic Tower   Noto Cathedral	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	via;fai
2003	 Contributo  Atti  convegno	httphandlenet11311542818	 virtual reality design tool case studies  interfacing open topics	Calabi Daniela Anna	Associate Professor	ICAR/13 - Disegno Industriale	studi;case;open;real
2003	 Contributo  Atti  convegno	httphandlenet11311556245	Biorobotic research  neurological rehabilitation   device Daphne  finger control	Canina Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	research;euro;oro;robot;bio
2003	 Contributo  Atti  convegno	httphandlenet11311556319	Innovatory robotic system   accumulation   energy  step   limb prosthesis	Canina Maria Rita	Associate Professor	ICAR/13 - Disegno Industriale	system;robot
2003	 Contributo  Atti  convegno	httphandlenet11311556505	Design Restraints  Space Laboratories	Dominoni Annalisa	Assistant Professor	ICAR/13 - Disegno Industriale	laboratori;ora;lab
2003	 Contributo  Atti  convegno	httphandlenet11311556555	Misure  mitigazione  radon indoor confronto attraverso indagine sperimentale dell'efficacia  alcune tecniche  rimedio	Giambruno Maria Cristina	Not in design department	ICAR/13 - Disegno Industriale	attraverso;verso;misure;azione;indagine;confronto;efficaci
2003		httphandlenet11311556623	Rinascimento  mare	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	mare;mar
2003	 Contributo  Atti  convegno	httphandlenet11311556736	Development   simple  efficient above Knee Prosthesis	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	
2003	 Contributo  Atti  convegno	httphandlenet11311561654	 mathematical model  allocate network capacity among rail services	Bruglieri Maurizio	Associate Professor	MAT/09 - Ricerca Operativa	service;city;network
2003	 Contributo  Atti  convegno	httphandlenet11311567007	 ruolo dello sguardo  punto dellosservatore	Ceconello Mauro Attilio	Associate Professor	ICAR/13 - Disegno Industriale	ruolo
2003	 Contributo  Atti  convegno	httphandlenet11311687799	Have Operators  Forget  System  Order  Acquire     Case Study   Health Care Context	Rizzo Giovanna	Not in design department	ICAR/13 - Disegno Industriale	era;case;system;study;car
2003	 Contributo  Atti  convegno	httphandlenet11311690390	Design networks  knowledge management  supporting small  medium enterprises Cases from Italy	Bertola Paola	Full Professor	ICAR/13 - Disegno Industriale	case;management;led;knowledge;network;medium;small
2003		httphandlenet11311693434	Tutela  conservazione dellarchitettura  centri rurali	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	architettura;centri;azione;tutela
2003	 CURATELA Curatela	httphandlenet11311242611	Nuove specie  spazi	 fara  piardi	-0	-0	spazi;nuove
2003	 CURATELA Curatela	httphandlenet11311254410	DiLabb	Deserti Alessandro	Full Professor	ICAR/13 - Disegno Industriale	lab
2003	 CURATELA Curatela	httphandlenet11311262254	Progettare  costruire imbarcazioni  diporto	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	costruire;imbarcazioni;porto
2003	 CURATELA Curatela	httphandlenet11311264969	CimbalImage  movie design   comunicazione d'impresa  progetto   gruppo CimbaliFaema	Galbiati Maria Luisa	Full Professor	ICAR/13 - Disegno Industriale	comunicazione;impresa;gruppo;azione;comuni;movie;vie
2003	 CURATELA Curatela	httphandlenet11311532240	 creativitaﾠ diffusa Culture  mestieri della moda oggi	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	moda;creativi;vita;oggi;cult;mestieri;usa
2003	 CURATELA Curatela	httphandlenet11311532322	Design  sistemaprodotto alimentare Un'esperienza territoriale  ricerca azione	Cristallo Vincenzo	Not in design department	SPS/07 - Sociologia Generale	ricerca;prodotto;esperienza;azione;tema
2003	 CURATELA Curatela	httphandlenet11311532345	Designing Designers Design   local global world	Collina Luisa Maria Virginia	Full Professor	ICAR/13 - Disegno Industriale	designing;world
2003	 CURATELA Curatela	httphandlenet11311532386	 edificio   terziario  nuova sede  Italia  Sesto  Giovanni	Zingale Salvatore	Assistant Professor	M-FIL/05 - Filosofia E Teoria Dei Linguaggi	italia;edifici;sesto;sede
2003	 CURATELA Curatela	httphandlenet11311532511	Ricerca design  sperimentazione  linnovazione  prodotto  settore dellaccessorio moda  caso Mangiameli	Bertola Paola	Full Professor	ICAR/13 - Disegno Industriale	ricerca;innovazione;prodotto;moda;caso;settore;sperimentazione;accesso;azione
2003	 CURATELA Curatela	httphandlenet11311532576	Progettare  costruire imbarcazioni  diporto	Ratti Andrea	Associate Professor	ICAR/13 - Disegno Industriale	costruire;imbarcazioni;porto
2003	 CURATELA Curatela	httphandlenet11311547790	STAR  Sistema Topologico Argomentativo della Ricerca  Costruire lorganizzazione della conoscenza  caso Design	Trini Castelli Clino	Not in design department	ICAR/13 - Disegno Industriale	ricerca;caso;conoscenza;costruire;azione;organizzazione;tema
2003	 CURATELA Curatela	httphandlenet11311570243	Acquabere	Simionato Barbara	Not in design department	ICAR/13 - Disegno Industriale	
2003	 CURATELA Curatela	httphandlenet11311666015	 tisaniere	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	
2003	 CURATELA Curatela	httphandlenet11311693207	 archivi  architettura  Lombardia Censimento delle fonti	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	architettura;fonti;censimento
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311504073	 fabbrica  significati solidi Indagine sulla cultura della scienza	Volonterio Riccardo	Not in design department	SPS/08 - Sociologia Dei Processi Culturali E Comunicativi	cultura;indagine;cult;fab
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311504296	 luoghi dell'interazione  progetto  controllo   comando	Bisson Mario	Associate Professor	ICAR/13 - Disegno Industriale	era;interazione;luoghi;azione;oma
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311504429	TRANSALPS  Transport model  decisions  Traffic Management Plans	Studer Luca Pasino	Assistant Professor	ICAR/05 - Trasporti	management;trans
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311504442	Progettare  costruire imbarcazioni  diporto Esperienze  Master  Yacht Design  POlitecnico  Milano	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	milan;politecnico;costruire;imbarcazioni;porto;yacht;master;poli
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311505256	TRANSALPS  Transport model  decisions  Traffic Management Plans	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	management;trans
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311505273	Texture design  percorso basic	Calabi Daniela Anna	Associate Professor	ICAR/13 - Disegno Industriale	percorso;basic;corso;basi
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311555791	Metaprogetto Riflessioni teoriche  esperienze didattiche	Deserti Alessandro	Full Professor	ICAR/13 - Disegno Industriale	atti;riflessioni;metaprogetto;meta
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311555809	Design  Innovazione  sistema  settore alimentare  ricerca progettuale	Meroni Anna	Associate Professor	ICAR/13 - Disegno Industriale	ricerca;innovazione;settore;azione;tema
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311555841	Costruire servizi digitali	Pillan Margherita	Associate Professor	ICAR/13 - Disegno Industriale	costruire
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311555909	Quale qualitaﾠ Cosa  intende  qualitaﾠ d'uso  come  possibile verificarla	Anselmi Laura	Associate Professor	ICAR/13 - Disegno Industriale	qualitaﾠ;possibile;uso;quale;cosa;car
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311565456	Comunicazione coordinata   beni culturali  progetti italiani	Zurlo Francesco	Full Professor	ICAR/13 - Disegno Industriale	progetti;italia;cultura;comunicazione;beni;azione;comuni;cult
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311659931	Nuove specie  spazi	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	spazi;nuove
2003	 LIBRO Monografia  trattato scientifico	httphandlenet11311690853	 Giardino  Daniel Spoerri	mazzanti beniamino crispolti jouffroy martin schwarz spoerri	-0	-0	daniel
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242598	Cibo verticale	Meroni Anna	Associate Professor	ICAR/13 - Disegno Industriale	cibo;verticale
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242607	Scrivere oggi nuova tipografia italiana  Writing today  italian typography	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	italia;oggi;tipo
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242609	Biassoni progetti fuori dalle mode	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	progetti;fuori
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242612	Color Vision  Colorimetry  Theory  Applications	Bertolotti Elisa	Not in design department	ICAR/13 - Disegno Industriale	colori;applicati
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242741	Biennale  Vallauris	De Paolis Roberto	Assistant Professor	ICAR/13 - Disegno Industriale	
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242742	 tesi  laurea  prototipo	De Paolis Roberto	Assistant Professor	ICAR/13 - Disegno Industriale	tipo
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242759	Design    Lombardia  survey conoscitivo   imprese	Arquilla Venanzio	Associate Professor	ICAR/13 - Disegno Industriale	
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242760	Design Center  siti  delle comunit� internazionali  design	Arquilla Venanzio	Associate Professor	ICAR/13 - Disegno Industriale	internazionali;comuni;center;siti
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311244715	L'uso  legno nell'opera   progettista	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	progetti;era;uso;legno
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311245595	Analisi costi  benefici dell'introduzione   veicolo elettrico   distribuzione urbana delle merci	Brambilla Marco Giovanni	Not in design department	ICAR/16 - Architettura Degli Interni E Allestimento	introduzione;analisi;merci;veicolo;costi;bene;elettrico;benefici
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311246964	 grattacieli   York alle Petronas della Malesia	Rognoli Valentina	Assistant Professor	ICAR/13 - Disegno Industriale	
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311248612	Benessere igiene  salute dell'utenza  qualit� dell'aria intern	Piardi Silvia Elvira Maria	Full Professor	ICAR/13 - Disegno Industriale	benessere;salute;bene;essere
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311248694	Rappresentazione virtuale interfacce  tecniche d'interazione	Ceconello Mauro Attilio	Associate Professor	ICAR/13 - Disegno Industriale	era;rappresentazione;virtuale;interazione;interfacce;azione
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311249542	 finestra  mondo Earthviewer 	Ceconello Mauro Attilio	Associate Professor	ICAR/13 - Disegno Industriale	mondo;vie
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311251616	 tariffe  trasporti pubblici   sussidi	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	trasporti;pubblici
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311251780	Tecniche  Rappresentazione   Disegno Industriale  Tradizionale   Virtuale	Brevi Fausto	Associate Professor	ICAR/17 - Disegno	rappresentazione;virtuale;azione;segno
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311253614	Enzo Mari  impronta  disegno industriale	Rognoli Valentina	Assistant Professor	ICAR/13 - Disegno Industriale	enzo;mar;segno
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311253891	Cosmo Hotel Palace	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311255993	Musei immaginari Artefatti  identit� Segni  flusso Scritture mobili	Baule Giovanni	Full Professor	ICAR/13 - Disegno Industriale	arte;atti;mobili;musei;artefatti;lusso
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311257650	Hotel Parco  Principi  Sorrento	Collina Luisa Maria Virginia	Full Professor	ICAR/13 - Disegno Industriale	parco
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311257704	L'estasi dell'artificiale	Rognoli Valentina	Assistant Professor	ICAR/13 - Disegno Industriale	arti
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311258252	Villa Gippini	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311258574	Distretti  metadistretti  design industriale	Simonelli Giuliano	Full Professor	ICAR/13 - Disegno Industriale	meta
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311259183	Spazio  dibattito	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	spazi;atti;dibattito;tito
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311261616	 nuova frontiera	Dominoni Annalisa	Assistant Professor	ICAR/13 - Disegno Industriale	era
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311262276	Prototipi    interattiva	Baule Giovanni	Full Professor	ICAR/13 - Disegno Industriale	era;atti;prototipi;tipi
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311262298	 cultura delle lettere	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	cultura;lettere;cult
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311262756	 Design nell'era  Internet	Ciuccarelli Paolo	Associate Professor	ICAR/13 - Disegno Industriale	era
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311263656	Oggetti Ospitali Contract Design  Ricettivit� Alberghiera	Scullica Francesco	Associate Professor	ICAR/13 - Disegno Industriale	era
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311264950	Legno  tradizione  innovazione composti lignei   nautica	 maggiulli  piardi	-0	-0	innovazione;tradizione;azione;post;legno;nautica
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311265084	 generazione   idee chiare	Piazza Mario	Associate Professor	ICAR/13 - Disegno Industriale	era;idee;azione;generazione
2003	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311267172	 valutazioni politicamente corrette  progetti  trasporto	Ponti Marco Guido	Research Fellow	ICAR/13 - Disegno Industriale	progetti;porto;poli
