dateissued	typefull	identifier	title	descriptionallpeople																																		
1999	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692577	Opera totale  ricerca artistica attraverso l'interpretazione tecnologica  Total Work   Research through  Technological Experimentation	 Dominoni																																		
1999	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692616	Luce italiana   Pietroburgo  Italian Lighting   Petersburg	 Dominoni																																		
1999	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692623	Domotica  stato dell'arte  Domotics  State   	 Dominoni																																		
1999	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692908	Grafica  città	 Piazza																																		
1999	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311693522	 Giardino  Daniel Spoerri  Seggiano Arte  Paesaggio	Mazzanti																																		
1999	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311693533	 Giardino  Spoerri  iniziative  1999	Mazzanti																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet113111049498	Active Packaging   Opportunity  Create Package Design that Reflects  Communicational Functional  Logistical Requirements  Food Products	Meroni	 																																	
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311511849	 commercio  senso   sfera culturale dell'eccentrico	 VOLONTE																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311516358	Strumenti  Progettisti	 Brevi																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311518191	 mathematical model   railway schedule optimization when  network authority confronts several transportation companies	 BRUGLIERI ZIRILLI 																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311523971	 sicurezza  trasporto delle merci pericolose coordinamento delle informazioni  prevenzione  rischio	 MAJA VESCIA 																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311525618	Montaggi paralleli	 GUERRINI																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311527707	Ricerca nazionale Design Italia Ruolo  potenzialità delle risorse progettuali	 PAOLIS	 Roberto 	 Redaelli																																
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311527708	Artigianato tessile comasco	 PAOLIS	 Roberto																																	
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311527710	Tecnofibre	 PAOLIS	 Roberto																																	
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558508	Disegnare  suono	 Ricco																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558636	Servizio mobile	 Ciuccarelli																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558671	Occhiali  innovazione  stile  design	 Ciuccarelli																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558771	Comunicare  prodotto	 Baule																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558773	Cromotipi     millenio  carta  Comunicare  prodotto  Mezzo  messaggio	 Baule																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558775	Cronotipi   Notazioni multimediali  Ipervisibilità  Cinetipi 	 Baule																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558776	L'immagine dell'accesso    generazioni  L'iperpagina   design della comunicazione	 Baule																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558827	commerce   distretti industriali	 Seassaro  Simonelli																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311559017	It's real	 Ciuccarelli																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311663191	Bottiglie boccali 	  Tonelli Michail																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311663565	 città immaginarie	 Galbiati																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311691868	 immagini della città  Images   city	 Piazza																																		
2000	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311693461	Gnam gnam 	Mazzanti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet113111043768	L’ingegner Carlo Gaudenzi  protagonista  moderno Cremona	Feraboli	  																																	
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311245829	Politecnico Innovazione Consorzio  agevolare  trasferimento tecnologico alle 	 Bracchi  Campo dall'Orto																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311248126	 modello  successo	 Simonelli																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311249268	 settore   prodotti biomedici	 Costa																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311249717	Icone incontaminate	 Bucchetti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311250063	 biblioteche pubbliche spazi  sapere  ricerca  progetto	 Ingaramo																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311252061	 settore economico protesi  ausili	 Costa																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311255533	Analisi economicoindustriale  settore sanitario	 Costa																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311255747	 rete della spesa	 Bucchetti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311256229	Dall'arredare l'ufficio all'attrezzare  lavoro	 Ingaramo																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311259961	Architettura sostenibile   ricerca	 Piardi																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311260271	 costruzione  barche  remi  Lago  Como	 Piardi																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311263459	Catalogo della mosta NonsoloAlbergo	 Simonelli																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311265353	 crisi delle infrastrutture  trasporto  Italia	 Ponti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311266987	 modello  successo	 Sangiorgi  Simonelli																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311267996	Space Design	 Dominoni																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311269635	Forme  l'involucro	 Bucchetti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311274018	Advertising packaging	 Bucchetti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311511795	 costo  sociale	 VOLONTE																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311511802	Contaminatio fenomenologica  tempo	 VOLONTE																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311513237	 territorio spazio temporale	Bisson	 Mario																																	
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311514785	Luoghi transitori dell’abitare Philippe Starck Londra  Parigi  Transitory dwelling places	 PARENTE																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311518192	Problemi  taglio minimo  vincoli  cardinalità	 BRUGLIERI																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311518589	Innovative system  data measurement  movement disorders quantitative analysis  Parkinson disease	 ROVETTA  PEGORARO  CANINA																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311519714	Tecnologie informatiche  l'insegnamento	COLORNI   PILLAN SANCASSANI 																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311520365	 PERCORSO DELLA QUALITA	 SIMONELLI SCULLICA 																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311520366	 SOLO ALBERGO	 SIMONELLI SCULLICA 																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311524383	Progetto virtuale	 CALABI																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311527687	 didattica  design	 PENATI BERTOLA  SEASSARO 																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311527688	 frontiere  design	 PENATI BERTOLA 																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311557885	Perché  sinestesico   multisensoriale	 Ricco																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558038	Protesi familiari	 Ciuccarelli																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311558409	Tecnologie informatiche  l’insegnamento  discipline scientifiche strumenti  modelli d’uso	Colorni	 Alberto Pillan	 Margherita Sancassani	 Susanna																															
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311562500	Confronto  l'antico  esempi  adeguamento funzionale   espositivo l'Arsenale  Venezia   Palacio Abacial  AlcalàLa Real	  Ciagà																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311663560	Comunicare  città comunicare  territorio	 Galbiati																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311664572	 manodomestici agli elettrodomestici	  Tonelli																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311689058	 trama  tessuto	 Soldati																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692185	Daniel Spoerri   natura Storia   rapporto artistico conflittuale attraverso  Giardino  Monte Amiata	Mazzanti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692195	Sentieri nell’arte ricognizione  parchi  scultura  Toscana	Mazzanti																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692322	 tessuto  arredamento	 Soldati																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311692956	 mostra  viaggio  libri  Amedeo Martegani	 Piazza																																		
2001	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311881675	Problemi  risolvere architettura  urbanistica nelle pagine   Arti Plastiche	Feraboli 																																		
2001	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet113111043818	 formazione della Bologna moderna	Feraboli	  																																	
2001	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311690807	Archivi  ricerca  fonti  Novecento	  Ciagà																																		
2001	 CONTRIBUTO  RIVISTA Recensione  Rivista	httphandlenet11311692832	Steiner  Bolzano	  Ciagà																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet113111043764	 restauri  Duomo  Crema	Feraboli	  																																	
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311240872	 sostenere    sussidio    strada obbligata	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242683	Packaging  gioco	 Bucchetti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311242692	Sistemi telematici   sicurezza autostradale analisi economica  valutazione degli impatti sull’utenza	 Maja																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311245329	Aeroporti  controllo  traffico aereo	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311247222	  sussidi    costi  sono  scelta scontata	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311248076	Prodotti strutturali  legno ricomposto	 Piardi																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311248448	 liberalizzazione innominata	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311249214	Movie Design	 Galbiati																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311250787	Evaluation  transport infrastructure project beyond cost  benefit analysis  application  Barcellona’s  ring road  comment	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311252164	 pensiero alimentare Food Designer	 Meroni																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311255070	  ricetta della commissione  cancellarà  protezionismo	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311256134	Merci  ferrovia  cerca  progetto	 Boitani  Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311259088	Oggetti contraddittori	 Bucchetti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311259716	L’isola   	 Ingaramo																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311261250	Dalla pianificazione alla regolazione  trasporti	 Ponti																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311263610	Hotel Mercure Prado Marsiglia	 Collina  Simonelli																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311265008	orienting  education  industrial design some issues arising from  experience    programme revision	 Pizzocaro																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311266402	Moving Image Design	 Galbiati																																		
2002	 CONTRIBUTO  RIVISTA Articolo  Rivista	httphandlenet11311266450	Rappresentazione  territorio  sistemi conoscitivi  line	 Ceconello																																		
