dc.type.full	dc.identifier.uri	dc.date.issued	dc.title	dc.authority.people	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/828529	2013	Bci software platforms	C. Brunner;ANDREONI, GIUSEPPE;L. Bianchi;B. Blankertz;C. Breitwieser;S. Kanoh;C. A. Kothe;A. Lecuyer;S. Makeig;J. Mellinger;PEREGO, PAOLO;Yann Renard;Gerwin Schalk;I. Putu Susila;Bastian Venthur;Gernot R. Müller Putz	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/828531	2013	Le culture, le narrazioni e il progetto	BERTOLA, PAOLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/837728	2014	Integrated Architecture for Next-Generation m-Health Services (Education, Monitoring and Prevention) in Teenagers	MAZZOLA, MARCO;Pelin Arslan;Gabriela Candea;Ciprian Radu;Massimiliano Azzolini;Cristiana Degano;ANDREONI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/848735	2014	Le regole del disegno. Modelli organici e pattern digitali.	ROSSI, MICHELA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/857939	2014	Sul filo dell’innovazione. Progetti e visioni tra moda, tessuti, filati	CONTI, GIOVANNI MARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/859334	2014	Vulnerabilità delle reti stradali	MAJA, ROBERTO;MARCHIONNI, GIOVANNA;PONTI, MARCO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/861817	2013	Narrare la Memoria e le Eredità Culturali nel Progetto	VACCA, FEDERICA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/861820	2013	L'archivio animato	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/861823	2013	Digitalization takes command	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/861991	2014	Coltivando – l’orto conviviale al Politecnico di Milano	FASSI, DAVIDE;SACHERO, ALESSANDRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/861996	2014	Il sabato della Bovisa	FASSI, DAVIDE;R. MOTTER	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862042	2014	“Il donatore riluttante”	GALBIATI, MARIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862063	2013	Tecnologie mobile per l’apprendimento culturale. Nuove opportunità e possibili approcci.	SPALLAZZO, DAVIDE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862137	2014	"A HOSTILE WORLD
A pervasive urban game to sensitise and foster a cross-cultural reflection"	BERTOLO, MARESA;MARIANI, ILARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862552	2012	Spaces Between Hardware and Software	GUERRINI, LUCA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862571	2013	Il rosso e il nero	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862573	2014	Case come noi	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862574	2014	Musei da collezione	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862575	2014	Crolli	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862737	2014	Gio Ponti. Palazzo Montecatini	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862745	2013	Narrazioni aperte. Oltre il sistema comunicativo del prodotto	BUCCHETTI, VALERIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862748	2013	La percezione del colore, tra materiale e immateriale	BOERI, CRISTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862938	2014	Micro habitat sociali. Gli alloggi sottosoglia al servizio della comunità.	CORUBOLO, MARTA;GALEAZZI, CHIARA;MERONI, ANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/862948	2013	Intersezioni. La pratica estesa delle scritture di progetto	BAULE, GIOVANNI	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/863168	2013	"Il progetto del cibo industriale, Nuove forme, nuovi ""contenuti"" e nuovi riti del cibo quotidiano"	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/864534	2013	Culture, Spazi, Narrazioni	REBAGLIO, AGNESE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/864946	2013	Design e memoria	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/864957	2013	оценки воздействия итс систем: примеры	STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/866138	2014	Sviluppo di un indice di qualità ciclistica di strade e piste ciclabili urbane	IULIANO, ROSANNA;MAJA, ROBERTO;G. Pizzolorusso;PONTI, MARCO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/868350	2013	Interview with Yvonne Farrel and Shelley McNamara	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/869981	2014	Introduction to Materials Experience	Elvin Karana;Owain Pedgley;ROGNOLI, VALENTINA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/871167	2014	Action Research Approach in Design Research	VILLARI, BEATRICE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/876354	2014	Living and design. Questions and new paradigms	CRESPI, LUCIANO;REBAGLIO, AGNESE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/877962	2014	Wearable Devices: A Design Approach Through Biodesign and Ergonomics	CANINA, MARIA RITA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881628	2013	Fonti, progetto e cultura digitale: alcuni casi studio italiani	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881636	2011	Il fondo di disegni. Alessandro Rimini. Opere e silenzi di un architetto milanese	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881641	2009	Dai fiumi al lago: le strutture elioterapiche della provincia di Mantova. In: Il sistema idroviario mantovano. Il ruolo di Mantova e del suo porto e il sistema idroviario diffuso del territorio	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881642	2009	Guida alla memoria futurista a Milano.	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881643	2009	Tracce del Futurismo negli Archivi di Milano	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881644	2009	Indice dei nomi di persona	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881647	2008	Kit-houses all'italiana. Emergenza e quotidianità tra il primo e il secondo dopoguerra.	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881648	2008	Regesto	FERABOLI, MARIA TERESA;Ferrari F.	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881653	2007	Bibliografia	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881656	2006	La chiesa-santuario dei Santi Ambrogio e Antonio a Cremona	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881658	2006	"Mario Terzaghi e Augusto Magnaghi. Due architetti della ""generazione di mezzo""."	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881659	2006	L'inventariazione: criteri, scelte, metodologie	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881667	2005	Bibliografia generale	FERABOLI, MARIA TERESA;MONTEDORO, LAURA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881669	2004	Una nuova tipologia moderna di parco pubblico: il verde nelle colonie elioterapiche.	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/881674	2001	Le ex colonie cremonesi del Po: una proposta di riuso e conservazione.	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/882966	2014	Mike Guyer-Fulvio Irace	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/882986	2014	Juan Herreros-Fulvio Irace	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/883757	2015	The role of humanistic disciplines in a pedagogies of advance design	PENATI, ANTONELLA VALERIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/885558	2014	Retailing Made in Italy: An Evolutionary Reading towards Emerging Paradigms	IANNILLI, VALERIA MARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/885561	2014	La dimensione emozionale nella progettazione degli spazi del benessere	IANNILLI, VALERIA MARIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/886046	2014	"L'immagine della città: frammenti e percorsi nell'iconografia urbana.
The image of the city: tiles and paths in urban iconography"	ROSSI, MICHELA;RUSSO, MICHELE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/886558	2014	Novecento vs razionalismo. Portaluppi e Terragni di fronte alla strada. Novecento vs rationalism.  Portaluppi and Terragni facing the street	ZUCCHI, CINO PAOLO;P. Nicolin;REPISHTI, FRANCESCO;BOERI, ELISA;BUCCI, FEDERICO;E. Mosayebi;A. Caruso;H. Thomas;C. Pellegini;P. Nicolin;G. Floridi;A. Lunati;COLLINA, LUISA MARIA VIRGINIA;L. Sangiorgi;GALUZZI, PAOLO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/886559	2014	Bombe su Milano. La ricostruzione moderna del centro. Bombs over Milan. The modern reconstruction of the center.	ZUCCHI, CINO PAOLO;P. Nicolin;REPISHTI, FRANCESCO;BOERI, ELISA;BUCCI, FEDERICO;E. Mosayebi;A. Caruso;H. Thomas;C. Pellegini;P. Nicolin;G. Floridi;A. Lunati;COLLINA, LUISA MARIA VIRGINIA;L. Sangiorgi;GALUZZI, PAOLO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/886561	2014	L’archivio Casali. L’immagine della nuova città.  The Casali archive. The image of the new city	ZUCCHI, CINO PAOLO;P. Nicolin;REPISHTI, FRANCESCO;BOERI, ELISA;BUCCI, FEDERICO;E. Mosayebi;A. Caruso;H. Thomas;C. Pellegini;P. Nicolin;G. Floridi;A. Lunati;COLLINA, LUISA MARIA VIRGINIA;L. Sangiorgi;GALUZZI, PAOLO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/886563	2014	La città che sale. Un dibattito lungo un secolo sul nuovo skyline. The rising city. A century long debate over the new skyline	ZUCCHI, CINO PAOLO;P. Nicolin;REPISHTI, FRANCESCO;BOERI, ELISA;BUCCI, FEDERICO;E. Mosayebi;A. Caruso;H. Thomas;C. Pellegini;P. Nicolin;G. Floridi;A. Lunati;COLLINA, LUISA MARIA VIRGINIA;L. Sangiorgi;GALUZZI, PAOLO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/891000	2014	Knowledge in Memory: Corporate and Museum Archive	VACCA, FEDERICA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/912956	2012	Cataloghi per educare. Riconfigurazione di tipi femminili	TOLINO, UMBERTO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/916756	2014	Absurd	FINESSI, GIUSEPPE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/917956	2012	La rappresentazione della città. Colori, luci ed altre questioni iconografiche.	PIERLUISI, GABRIELE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/929155	2015	Responsible fashion design	CONTI, GIOVANNI MARIA;BONAPACE, DENISE;G, Marelli;RUBERTELLI, MANUELA;DE NARDO, LUIGI	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/929156	2014	Moda Responsabile. Progetto per il recupero dei filati e la promozione di una diversa concezione del fashion	CONTI, GIOVANNI MARIA;BONAPACE, DENISE;RUBERTELLI, MANUELA;MARELLI, GIULIANO;DRAGHI, LORENZA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/930956	2015	Innovazione sociale e design. L'approccio progettuale per ColtivAzioni Sociali Urbane	VILLARI, BEATRICE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/930958	2015	Innovazione e coesione sociale	VILLARI, BEATRICE	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/932358	2014	"Rame: materia utile a reazione poetica.
La cultura del design e l'interpretazione del materiale. 
Copper: a Poetically Reactive Utilitarian Material
Design Culture and the Interpretation of the Material"	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/932360	2014	Exposizioni.com - Per un museo virtuale degli allestimenti, A Virtual Museum of Exhibition Design	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/932966	2014	Learning from the street	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/933556	2014	Milano riprova a salire	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/934764	2015	Advance Design in Lighting	ROSSI, MAURIZIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/935155	2014	L'obesità nella società contemporanea	VOLONTE', PAOLO GAETANO;Marco Pedroni	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/935157	2014	Nuove prospettive per la moda plus-size	CANINA, MARIA RITA;VOLONTE', PAOLO GAETANO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/936995	2014	Il design dell'austerity	BOSONI, GIAMPIERO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/937956	2014	The 9 Cluster Pavillions: a contemporary experience of participatory design	COLLINA, LUISA MARIA VIRGINIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/937957	2014	Expo 2015. Un Laboratorio ambientale/ Expo 2015. A laboratory for the environment	COLLINA, LUISA MARIA VIRGINIA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/941156	2013	Policies aimed at strengthening the ties between the Universities and Cities	Krzysztof Stachowiak;Rómulo Pinheiro;SEDINI, CARLA;Mari Vaattovaara	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/941160	2015	Creativity and Culture for the Territorial Innovation	SEDINI, CARLA;VIGNATI, ARIANNA;ZURLO, FRANCESCO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943760	2014	Superfici profonde. Packaging tra narrazione, innovazione e cultura materiale	BUCCHETTI, VALERIA LUISA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943761	2015	Alberto Alpago Novello e i piani regolatori per l'Africa italiana	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943762	2014	DESIGN OF ACCESS. METHODS AND TOOLS FOR PACKAGING DESIGN	BUCCHETTI, VALERIA LUISA;CIRAVEGNA, ERIK	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943763	2015	"La ""zeriba"" di Paolo Masera"	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943764	2015	La casa coloniale di Luigi Piccinato	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943766	2015	Una tradizione di “pensiero manuale”.	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943770	2015	Ricostruire la memoria: i modelli a posteriori di Luciano Baldessari	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943771	2015	Il modello come metodo di lavoro	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943773	2015	Il modello e la professione di architetto	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943775	2015	"Il modello nelle riflessioni di Vittorio Gregotti e nell’attività della
Gregotti Associati"	FERABOLI, MARIA TERESA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943783	2015	Vivere in colonia	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/943784	2015	Dalla casa araba alla casa mobile	IRACE, FULVIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/947163	2015	Giarrettiere, puntine e progettiste (Garters, pins and women designers)	GUIDA, FRANCESCO ERMANNO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/954559	2014	Design-produzione: dal miracolo economico all’attualità	FERRARA, MARIA RITA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/954560	2015	Advance design: a renewed relationship between design and science for the future	FERRARA, MARIA RITA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/954564	2014	Costruire o abitare: il senso di una professione	BIAMONTI, ALESSANDRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/954565	2014	Design:an italian focus from history to nowadays	BIAMONTI, ALESSANDRO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/956160	2014	Re-Branding Made in Italy: a Design Driven Reading	BERTOLA, PAOLA;COLOMBI, CHIARA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/956556	2014	Progettare architetture responsive	NEBULONI, ATTILIO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/956756	2014	Il progetto visivo che valorizza la cultura. Breve nota al progetto grafico.	GADDI, ROSSANA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/956758	2014	Rethinking Religion Representation as Transcultural Experience in Museums. The on-site Experimental Action at Museo Diocesano di Milano.	CAPURRO, RITA;CHIESA, SARA;LUPO, ELEONORA;SPALLAZZO, DAVIDE;TROCCHIANESI, RAFFAELLA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/956958	2014	I was a Sari. Innovazione Sociale e Nuovi Linguaggi di Design Sostenibile	BERTOLA, PAOLA;COLOMBI, CHIARA;VACCA, FEDERICA	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/957580	2014	La Gestione dei trasporti in emergenza: attività, prodotti e risultati dell'esercitazione nazionale di Protezione Civile in Valtellina	STUDER, LUCA PASINO;MARCHIONNI, GIOVANNA;BORGHETTI, FABIO;GANDINI, PAOLO;PONTI, MARCO	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/957972	2014	Il ruolo del design nella progettazione alberghiera	SCULLICA, FRANCESCO;dipartimento di design	
02 CONTRIBUTO IN VOLUME::02.1 Contributo in Volume	http://hdl.handle.net/11311/957981	2014	Happiness in the city. Experimental teaching and research in the methodological design of the collective space of the city	DE PAOLIS, ROBERTO;FERRARA, MARIA RITA;D. Morigi	
